"","Cause","State","Year","Deaths","Population","Crude.Rate","Nat_Pop","Nat_Mort","Nat_M_Rate","Comp_Rate","Comp_Cat"
"274","Infections and Parasites","MI",2008,1902,9946889,19.1,304093966,2471723,8.13,2,"1<x<=4"
"275","Infections and Parasites","MI",2009,1867,9901591,18.9,306771529,2436924,7.94,2,"1<x<=4"
"276","Infections and Parasites","MI",2010,1872,9883640,18.9,308745538,2468186,7.99,2,"1<x<=4"
"277","Infections and Parasites","MN",1999,495,4873481,10.2,279040168,2391143,8.57,1,"x<=1"
"278","Infections and Parasites","MN",2000,466,4919479,9.5,281421906,2403035,8.54,1,"x<=1"
"279","Infections and Parasites","MN",2001,457,4982796,9.2,284968955,2416093,8.48,1,"x<=1"
"280","Infections and Parasites","MN",2002,538,5018935,10.7,287625193,2443141,8.49,1,"x<=1"
"281","Infections and Parasites","MN",2003,554,5053572,11,290107933,2448007,8.44,1,"x<=1"
"282","Infections and Parasites","MN",2004,517,5087713,10.2,292805298,2397325,8.19,1,"x<=1"
"283","Infections and Parasites","MN",2005,542,5119598,10.6,295516599,2447782,8.28,1,"x<=1"
"284","Infections and Parasites","MN",2006,566,5163555,11,298379912,2425990,8.13,1,"x<=1"
"285","Infections and Parasites","MN",2007,641,5207203,12.3,301231207,2423460,8.05,2,"1<x<=4"
"286","Infections and Parasites","MN",2008,638,5247018,12.2,304093966,2471723,8.13,2,"1<x<=4"
"287","Infections and Parasites","MN",2009,656,5281203,12.4,306771529,2436924,7.94,2,"1<x<=4"
"288","Infections and Parasites","MN",2010,678,5303925,12.8,308745538,2468186,7.99,2,"1<x<=4"
"289","Infections and Parasites","MS",1999,721,2828408,25.5,279040168,2391143,8.57,3,"1<x<=4"
"290","Infections and Parasites","MS",2000,816,2844658,28.7,281421906,2403035,8.54,3,"1<x<=4"
"291","Infections and Parasites","MS",2001,833,2852994,29.2,284968955,2416093,8.48,3,"1<x<=4"
"292","Infections and Parasites","MS",2002,857,2858681,30,287625193,2443141,8.49,4,"1<x<=4"
"293","Infections and Parasites","MS",2003,875,2868312,30.5,290107933,2448007,8.44,4,"1<x<=4"
"294","Infections and Parasites","MS",2004,827,2889010,28.6,292805298,2397325,8.19,3,"1<x<=4"
"295","Infections and Parasites","MS",2005,902,2905943,31,295516599,2447782,8.28,4,"1<x<=4"
"296","Infections and Parasites","MS",2006,877,2904978,30.2,298379912,2425990,8.13,4,"1<x<=4"
"297","Infections and Parasites","MS",2007,848,2928350,29,301231207,2423460,8.05,4,"1<x<=4"
"298","Infections and Parasites","MS",2008,883,2947806,30,304093966,2471723,8.13,4,"1<x<=4"
"299","Infections and Parasites","MS",2009,893,2958774,30.2,306771529,2436924,7.94,4,"1<x<=4"
"300","Infections and Parasites","MS",2010,840,2967297,28.3,308745538,2468186,7.99,4,"1<x<=4"
"301","Infections and Parasites","MO",1999,1079,5561948,19.4,279040168,2391143,8.57,2,"1<x<=4"
"302","Infections and Parasites","MO",2000,1060,5595211,18.9,281421906,2403035,8.54,2,"1<x<=4"
"303","Infections and Parasites","MO",2001,1034,5641142,18.3,284968955,2416093,8.48,2,"1<x<=4"
"304","Infections and Parasites","MO",2002,1314,5674825,23.2,287625193,2443141,8.49,3,"1<x<=4"
"305","Infections and Parasites","MO",2003,1335,5709403,23.4,290107933,2448007,8.44,3,"1<x<=4"
"306","Infections and Parasites","MO",2004,1288,5747741,22.4,292805298,2397325,8.19,3,"1<x<=4"
"307","Infections and Parasites","MO",2005,1377,5790300,23.8,295516599,2447782,8.28,3,"1<x<=4"
"308","Infections and Parasites","MO",2006,1361,5842704,23.3,298379912,2425990,8.13,3,"1<x<=4"
"309","Infections and Parasites","MO",2007,1342,5887612,22.8,301231207,2423460,8.05,3,"1<x<=4"
"310","Infections and Parasites","MO",2008,1475,5923916,24.9,304093966,2471723,8.13,3,"1<x<=4"
"311","Infections and Parasites","MO",2009,1423,5961088,23.9,306771529,2436924,7.94,3,"1<x<=4"
"312","Infections and Parasites","MO",2010,1338,5988927,22.3,308745538,2468186,7.99,3,"1<x<=4"
"313","Infections and Parasites","MT",1999,118,897507,13.1,279040168,2391143,8.57,2,"1<x<=4"
"314","Infections and Parasites","MT",2000,110,902195,12.2,281421906,2403035,8.54,1,"x<=1"
"315","Infections and Parasites","MT",2001,113,906961,12.5,284968955,2416093,8.48,1,"x<=1"
"316","Infections and Parasites","MT",2002,113,911667,12.4,287625193,2443141,8.49,1,"x<=1"
"317","Infections and Parasites","MT",2003,148,919630,16.1,290107933,2448007,8.44,2,"1<x<=4"
"318","Infections and Parasites","MT",2004,123,930009,13.2,292805298,2397325,8.19,2,"1<x<=4"
"319","Infections and Parasites","MT",2005,117,940102,12.4,295516599,2447782,8.28,1,"x<=1"
"320","Infections and Parasites","MT",2006,147,952692,15.4,298379912,2425990,8.13,2,"1<x<=4"
"321","Infections and Parasites","MT",2007,140,964706,14.5,301231207,2423460,8.05,2,"1<x<=4"
"322","Infections and Parasites","MT",2008,129,976415,13.2,304093966,2471723,8.13,2,"1<x<=4"
"323","Infections and Parasites","MT",2009,162,983982,16.5,306771529,2436924,7.94,2,"1<x<=4"
"324","Infections and Parasites","MT",2010,160,989415,16.2,308745538,2468186,7.99,2,"1<x<=4"
"325","Infections and Parasites","NE",1999,194,1704764,11.4,279040168,2391143,8.57,1,"x<=1"
"326","Infections and Parasites","NE",2000,189,1711263,11,281421906,2403035,8.54,1,"x<=1"
"327","Infections and Parasites","NE",2001,212,1719836,12.3,284968955,2416093,8.48,1,"x<=1"
"328","Infections and Parasites","NE",2002,267,1728292,15.4,287625193,2443141,8.49,2,"1<x<=4"
"329","Infections and Parasites","NE",2003,252,1738643,14.5,290107933,2448007,8.44,2,"1<x<=4"
"330","Infections and Parasites","NE",2004,212,1749370,12.1,292805298,2397325,8.19,1,"x<=1"
"331","Infections and Parasites","NE",2005,231,1761497,13.1,295516599,2447782,8.28,2,"1<x<=4"
"332","Infections and Parasites","NE",2006,250,1772693,14.1,298379912,2425990,8.13,2,"1<x<=4"
"333","Infections and Parasites","NE",2007,275,1783440,15.4,301231207,2423460,8.05,2,"1<x<=4"
"334","Infections and Parasites","NE",2008,288,1796378,16,304093966,2471723,8.13,2,"1<x<=4"
"335","Infections and Parasites","NE",2009,252,1812683,13.9,306771529,2436924,7.94,2,"1<x<=4"
"336","Infections and Parasites","NE",2010,245,1826341,13.4,308745538,2468186,7.99,2,"1<x<=4"
"337","Infections and Parasites","NV",1999,495,1934718,25.6,279040168,2391143,8.57,3,"1<x<=4"
"338","Infections and Parasites","NV",2000,495,1998257,24.8,281421906,2403035,8.54,3,"1<x<=4"
"339","Infections and Parasites","NV",2001,552,2098399,26.3,284968955,2416093,8.48,3,"1<x<=4"
"340","Infections and Parasites","NV",2002,525,2173791,24.2,287625193,2443141,8.49,3,"1<x<=4"
"341","Infections and Parasites","NV",2003,604,2248850,26.9,290107933,2448007,8.44,3,"1<x<=4"
"342","Infections and Parasites","NV",2004,605,2346222,25.8,292805298,2397325,8.19,3,"1<x<=4"
"343","Infections and Parasites","NV",2005,645,2432143,26.5,295516599,2447782,8.28,3,"1<x<=4"
"344","Infections and Parasites","NV",2006,607,2522658,24.1,298379912,2425990,8.13,3,"1<x<=4"
"345","Infections and Parasites","NV",2007,640,2601072,24.6,301231207,2423460,8.05,3,"1<x<=4"
"346","Infections and Parasites","NV",2008,591,2653630,22.3,304093966,2471723,8.13,3,"1<x<=4"
"347","Infections and Parasites","NV",2009,577,2684665,21.5,306771529,2436924,7.94,3,"1<x<=4"
"348","Infections and Parasites","NV",2010,588,2700551,21.8,308745538,2468186,7.99,3,"1<x<=4"
"349","Infections and Parasites","NH",1999,119,1222014,9.7,279040168,2391143,8.57,1,"x<=1"
"350","Infections and Parasites","NH",2000,114,1235786,9.2,281421906,2403035,8.54,1,"x<=1"
"351","Infections and Parasites","NH",2001,118,1255517,9.4,284968955,2416093,8.48,1,"x<=1"
"352","Infections and Parasites","NH",2002,147,1269089,11.6,287625193,2443141,8.49,1,"x<=1"
"353","Infections and Parasites","NH",2003,169,1279840,13.2,290107933,2448007,8.44,2,"1<x<=4"
"354","Infections and Parasites","NH",2004,197,1290121,15.3,292805298,2397325,8.19,2,"1<x<=4"
"355","Infections and Parasites","NH",2005,202,1298492,15.6,295516599,2447782,8.28,2,"1<x<=4"
"356","Infections and Parasites","NH",2006,196,1308389,15,298379912,2425990,8.13,2,"1<x<=4"
"357","Infections and Parasites","NH",2007,254,1312540,19.4,301231207,2423460,8.05,2,"1<x<=4"
"358","Infections and Parasites","NH",2008,214,1315906,16.3,304093966,2471723,8.13,2,"1<x<=4"
"359","Infections and Parasites","NH",2009,248,1316102,18.8,306771529,2436924,7.94,2,"1<x<=4"
"360","Infections and Parasites","NH",2010,223,1316470,16.9,308745538,2468186,7.99,2,"1<x<=4"
"361","Infections and Parasites","NJ",1999,3072,8359592,36.7,279040168,2391143,8.57,4,"1<x<=4"
"362","Infections and Parasites","NJ",2000,2981,8414350,35.4,281421906,2403035,8.54,4,"1<x<=4"
"363","Infections and Parasites","NJ",2001,3057,8492671,36,284968955,2416093,8.48,4,"1<x<=4"
"364","Infections and Parasites","NJ",2002,3191,8552643,37.3,287625193,2443141,8.49,4,"1<x<=4"
"365","Infections and Parasites","NJ",2003,3059,8601402,35.6,290107933,2448007,8.44,4,"1<x<=4"
"366","Infections and Parasites","NJ",2004,3156,8634561,36.6,292805298,2397325,8.19,4,"1<x<=4"
"367","Infections and Parasites","NJ",2005,3156,8651974,36.5,295516599,2447782,8.28,4,"1<x<=4"
"368","Infections and Parasites","NJ",2006,3091,8661679,35.7,298379912,2425990,8.13,4,"1<x<=4"
"369","Infections and Parasites","NJ",2007,2833,8677885,32.6,301231207,2423460,8.05,4,"1<x<=4"
"370","Infections and Parasites","NJ",2008,2943,8711090,33.8,304093966,2471723,8.13,4,"1<x<=4"
"371","Infections and Parasites","NJ",2009,2781,8755602,31.8,306771529,2436924,7.94,4,"1<x<=4"
"372","Infections and Parasites","NJ",2010,2734,8791894,31.1,308745538,2468186,7.99,4,"1<x<=4"
"373","Infections and Parasites","NM",1999,279,1808082,15.4,279040168,2391143,8.57,2,"1<x<=4"
"374","Infections and Parasites","NM",2000,243,1819046,13.4,281421906,2403035,8.54,2,"1<x<=4"
"375","Infections and Parasites","NM",2001,267,1831690,14.6,284968955,2416093,8.48,2,"1<x<=4"
"376","Infections and Parasites","NM",2002,276,1855309,14.9,287625193,2443141,8.49,2,"1<x<=4"
"377","Infections and Parasites","NM",2003,301,1877574,16,290107933,2448007,8.44,2,"1<x<=4"
"378","Infections and Parasites","NM",2004,278,1903808,14.6,292805298,2397325,8.19,2,"1<x<=4"
"379","Infections and Parasites","NM",2005,322,1932274,16.7,295516599,2447782,8.28,2,"1<x<=4"
"380","Infections and Parasites","NM",2006,367,1962137,18.7,298379912,2425990,8.13,2,"1<x<=4"
"381","Infections and Parasites","NM",2007,354,1990070,17.8,301231207,2423460,8.05,2,"1<x<=4"
"382","Infections and Parasites","NM",2008,415,2010662,20.6,304093966,2471723,8.13,3,"1<x<=4"
"383","Infections and Parasites","NM",2009,472,2036802,23.2,306771529,2436924,7.94,3,"1<x<=4"
"384","Infections and Parasites","NM",2010,422,2059179,20.5,308745538,2468186,7.99,3,"1<x<=4"
"385","Infections and Parasites","NY",1999,5600,18882725,29.7,279040168,2391143,8.57,3,"1<x<=4"
"386","Infections and Parasites","NY",2000,5421,18976457,28.6,281421906,2403035,8.54,3,"1<x<=4"
"387","Infections and Parasites","NY",2001,5337,19082838,28,284968955,2416093,8.48,3,"1<x<=4"
"388","Infections and Parasites","NY",2002,5359,19137800,28,287625193,2443141,8.49,3,"1<x<=4"
"389","Infections and Parasites","NY",2003,5064,19175939,26.4,290107933,2448007,8.44,3,"1<x<=4"
"390","Infections and Parasites","NY",2004,5090,19171567,26.5,292805298,2397325,8.19,3,"1<x<=4"
"391","Infections and Parasites","NY",2005,5126,19132610,26.8,295516599,2447782,8.28,3,"1<x<=4"
"392","Infections and Parasites","NY",2006,5082,19104631,26.6,298379912,2425990,8.13,3,"1<x<=4"
"393","Infections and Parasites","NY",2007,4958,19132335,25.9,301231207,2423460,8.05,3,"1<x<=4"
"394","Infections and Parasites","NY",2008,5035,19212436,26.2,304093966,2471723,8.13,3,"1<x<=4"
"395","Infections and Parasites","NY",2009,5049,19307066,26.2,306771529,2436924,7.94,3,"1<x<=4"
"396","Infections and Parasites","NY",2010,4899,19378102,25.3,308745538,2468186,7.99,3,"1<x<=4"
"397","Infections and Parasites","NC",1999,1852,7949361,23.3,279040168,2391143,8.57,3,"1<x<=4"
"398","Infections and Parasites","NC",2000,1861,8049313,23.1,281421906,2403035,8.54,3,"1<x<=4"
"399","Infections and Parasites","NC",2001,1900,8210122,23.1,284968955,2416093,8.48,3,"1<x<=4"
"400","Infections and Parasites","NC",2002,2028,8326201,24.4,287625193,2443141,8.49,3,"1<x<=4"
"401","Infections and Parasites","NC",2003,2121,8422501,25.2,290107933,2448007,8.44,3,"1<x<=4"
"402","Infections and Parasites","NC",2004,2063,8553152,24.1,292805298,2397325,8.19,3,"1<x<=4"
"403","Infections and Parasites","NC",2005,2151,8705407,24.7,295516599,2447782,8.28,3,"1<x<=4"
"404","Infections and Parasites","NC",2006,2164,8917270,24.3,298379912,2425990,8.13,3,"1<x<=4"
"405","Infections and Parasites","NC",2007,2154,9118037,23.6,301231207,2423460,8.05,3,"1<x<=4"
"406","Infections and Parasites","NC",2008,2328,9309449,25,304093966,2471723,8.13,3,"1<x<=4"
"407","Infections and Parasites","NC",2009,2361,9449566,25,306771529,2436924,7.94,3,"1<x<=4"
"408","Infections and Parasites","NC",2010,2375,9535483,24.9,308745538,2468186,7.99,3,"1<x<=4"
"409","Infections and Parasites","ND",1999,65,644259,10.1,279040168,2391143,8.57,1,"x<=1"
"410","Infections and Parasites","ND",2000,59,642200,9.2,281421906,2403035,8.54,1,"x<=1"
"411","Infections and Parasites","ND",2001,65,639062,10.2,284968955,2416093,8.48,1,"x<=1"
"412","Infections and Parasites","ND",2002,71,638168,11.1,287625193,2443141,8.49,1,"x<=1"
"413","Infections and Parasites","ND",2003,63,638817,9.9,290107933,2448007,8.44,1,"x<=1"
"414","Infections and Parasites","ND",2004,67,644705,10.4,292805298,2397325,8.19,1,"x<=1"
"415","Infections and Parasites","ND",2005,69,646089,10.7,295516599,2447782,8.28,1,"x<=1"
"416","Infections and Parasites","ND",2006,70,649422,10.8,298379912,2425990,8.13,1,"x<=1"
"417","Infections and Parasites","ND",2007,61,652822,9.3,301231207,2423460,8.05,1,"x<=1"
"418","Infections and Parasites","ND",2008,73,657569,11.1,304093966,2471723,8.13,1,"x<=1"
"419","Infections and Parasites","ND",2009,82,664968,12.3,306771529,2436924,7.94,2,"1<x<=4"
"420","Infections and Parasites","ND",2010,83,672591,12.3,308745538,2468186,7.99,2,"1<x<=4"
"421","Infections and Parasites","OH",1999,2338,11335454,20.6,279040168,2391143,8.57,2,"1<x<=4"
"422","Infections and Parasites","OH",2000,2297,11353140,20.2,281421906,2403035,8.54,2,"1<x<=4"
"423","Infections and Parasites","OH",2001,2217,11387404,19.5,284968955,2416093,8.48,2,"1<x<=4"
"424","Infections and Parasites","OH",2002,2578,11407889,22.6,287625193,2443141,8.49,3,"1<x<=4"
"425","Infections and Parasites","OH",2003,2561,11434788,22.4,290107933,2448007,8.44,3,"1<x<=4"
"426","Infections and Parasites","OH",2004,2491,11452251,21.8,292805298,2397325,8.19,3,"1<x<=4"
"427","Infections and Parasites","OH",2005,2652,11463320,23.1,295516599,2447782,8.28,3,"1<x<=4"
"428","Infections and Parasites","OH",2006,2495,11481213,21.7,298379912,2425990,8.13,3,"1<x<=4"
"429","Infections and Parasites","OH",2007,2472,11500468,21.5,301231207,2423460,8.05,3,"1<x<=4"
"430","Infections and Parasites","OH",2008,2713,11515391,23.6,304093966,2471723,8.13,3,"1<x<=4"
"431","Infections and Parasites","OH",2009,2756,11528896,23.9,306771529,2436924,7.94,3,"1<x<=4"
"432","Infections and Parasites","OH",2010,2657,11536504,23,308745538,2468186,7.99,3,"1<x<=4"
"433","Infections and Parasites","OK",1999,718,3437147,20.9,279040168,2391143,8.57,2,"1<x<=4"
"434","Infections and Parasites","OK",2000,730,3450654,21.2,281421906,2403035,8.54,2,"1<x<=4"
"435","Infections and Parasites","OK",2001,687,3467100,19.8,284968955,2416093,8.48,2,"1<x<=4"
"436","Infections and Parasites","OK",2002,726,3489080,20.8,287625193,2443141,8.49,2,"1<x<=4"
"437","Infections and Parasites","OK",2003,787,3504892,22.5,290107933,2448007,8.44,3,"1<x<=4"
"438","Infections and Parasites","OK",2004,752,3525233,21.3,292805298,2397325,8.19,3,"1<x<=4"
"439","Infections and Parasites","OK",2005,838,3548597,23.6,295516599,2447782,8.28,3,"1<x<=4"
"440","Infections and Parasites","OK",2006,849,3594090,23.6,298379912,2425990,8.13,3,"1<x<=4"
"441","Infections and Parasites","OK",2007,884,3634349,24.3,301231207,2423460,8.05,3,"1<x<=4"
"442","Infections and Parasites","OK",2008,903,3668976,24.6,304093966,2471723,8.13,3,"1<x<=4"
"443","Infections and Parasites","OK",2009,909,3717572,24.5,306771529,2436924,7.94,3,"1<x<=4"
"444","Infections and Parasites","OK",2010,832,3751351,22.2,308745538,2468186,7.99,3,"1<x<=4"
"445","Infections and Parasites","OR",1999,428,3393941,12.6,279040168,2391143,8.57,1,"x<=1"
"446","Infections and Parasites","OR",2000,435,3421399,12.7,281421906,2403035,8.54,1,"x<=1"
"447","Infections and Parasites","OR",2001,471,3467937,13.6,284968955,2416093,8.48,2,"1<x<=4"
"448","Infections and Parasites","OR",2002,527,3513424,15,287625193,2443141,8.49,2,"1<x<=4"
"449","Infections and Parasites","OR",2003,529,3547376,14.9,290107933,2448007,8.44,2,"1<x<=4"
"450","Infections and Parasites","OR",2004,553,3569463,15.5,292805298,2397325,8.19,2,"1<x<=4"
"451","Infections and Parasites","OR",2005,518,3613202,14.3,295516599,2447782,8.28,2,"1<x<=4"
"452","Infections and Parasites","OR",2006,509,3670883,13.9,298379912,2425990,8.13,2,"1<x<=4"
"453","Infections and Parasites","OR",2007,610,3722417,16.4,301231207,2423460,8.05,2,"1<x<=4"
"454","Infections and Parasites","OR",2008,571,3768748,15.2,304093966,2471723,8.13,2,"1<x<=4"
"455","Infections and Parasites","OR",2009,625,3808600,16.4,306771529,2436924,7.94,2,"1<x<=4"
"456","Infections and Parasites","OR",2010,658,3831074,17.2,308745538,2468186,7.99,2,"1<x<=4"
"457","Infections and Parasites","PA",1999,3720,12263805,30.3,279040168,2391143,8.57,4,"1<x<=4"
"458","Infections and Parasites","PA",2000,3678,12281054,29.9,281421906,2403035,8.54,4,"1<x<=4"
"459","Infections and Parasites","PA",2001,3813,12298970,31,284968955,2416093,8.48,4,"1<x<=4"
"460","Infections and Parasites","PA",2002,3794,12331031,30.8,287625193,2443141,8.49,4,"1<x<=4"
"461","Infections and Parasites","PA",2003,3743,12374658,30.2,290107933,2448007,8.44,4,"1<x<=4"
"462","Infections and Parasites","PA",2004,3861,12410722,31.1,292805298,2397325,8.19,4,"1<x<=4"
"463","Infections and Parasites","PA",2005,3945,12449990,31.7,295516599,2447782,8.28,4,"1<x<=4"
"464","Infections and Parasites","PA",2006,3856,12510809,30.8,298379912,2425990,8.13,4,"1<x<=4"
"465","Infections and Parasites","PA",2007,3891,12563937,31,301231207,2423460,8.05,4,"1<x<=4"
"466","Infections and Parasites","PA",2008,3803,12612285,30.2,304093966,2471723,8.13,4,"1<x<=4"
"467","Infections and Parasites","PA",2009,3651,12666858,28.8,306771529,2436924,7.94,4,"1<x<=4"
"468","Infections and Parasites","PA",2010,3590,12702379,28.3,308745538,2468186,7.99,4,"1<x<=4"
"469","Infections and Parasites","RI",1999,182,1040402,17.5,279040168,2391143,8.57,2,"1<x<=4"
"470","Infections and Parasites","RI",2000,230,1048319,21.9,281421906,2403035,8.54,3,"1<x<=4"
"471","Infections and Parasites","RI",2001,219,1057142,20.7,284968955,2416093,8.48,2,"1<x<=4"
"472","Infections and Parasites","RI",2002,231,1065995,21.7,287625193,2443141,8.49,3,"1<x<=4"
"473","Infections and Parasites","RI",2003,221,1071342,20.6,290107933,2448007,8.44,2,"1<x<=4"
"474","Infections and Parasites","RI",2004,180,1074579,16.8,292805298,2397325,8.19,2,"1<x<=4"
